tolerance,radius,min_size,max_size,AUC
0.1,7,40,210,0.7449404761904762
0.1,7,40,220,0.7449404761904762
0.1,7,40,230,0.7449404761904762
0.1,7,40,240,0.7449404761904762
0.1,7,40,250,0.7449404761904762
0.1,7,40,260,0.7449404761904762
0.1,7,40,270,0.7449404761904762
0.1,7,40,280,0.7449404761904762
0.1,7,40,290,0.7449404761904762
0.1,7,40,300,0.7449404761904762
0.1,7,40,310,0.7449404761904762
0.1,7,40,320,0.7449404761904762
0.1,7,40,330,0.7449404761904762
0.1,7,40,340,0.7449404761904762
0.1,7,40,350,0.7449404761904762
0.1,7,40,360,0.7449404761904762
0.1,7,40,370,0.7449404761904762
0.1,7,40,380,0.7449404761904762
0.1,7,40,390,0.7449404761904762
0.1,7,45,95,0.7395833333333333
0.1,7,45,105,0.7395833333333333
0.1,7,45,115,0.7395833333333333
0.1,7,45,125,0.7395833333333333
0.1,7,45,135,0.7395833333333333
0.1,7,45,145,0.7395833333333333
0.1,7,45,155,0.7395833333333333
0.1,7,45,165,0.7395833333333333
0.1,7,45,175,0.7395833333333333
0.1,7,45,185,0.7395833333333333
0.1,7,45,195,0.7395833333333333
0.1,7,45,205,0.7395833333333333
0.1,7,45,215,0.7395833333333333
0.1,7,45,225,0.7395833333333333
0.1,7,45,235,0.7395833333333333
0.1,7,45,245,0.7395833333333333
0.1,7,45,255,0.7395833333333333
0.1,7,45,265,0.7395833333333333
0.1,7,45,275,0.7395833333333333
0.1,7,45,285,0.7395833333333333
0.1,7,45,295,0.7395833333333333
0.1,7,45,305,0.7395833333333333
0.1,7,45,315,0.7395833333333333
0.1,7,45,325,0.7395833333333333
0.1,7,45,335,0.7395833333333333
0.1,7,45,345,0.7395833333333333
0.1,7,45,355,0.7395833333333333
0.1,7,45,365,0.7395833333333333
0.1,7,45,375,0.7395833333333333
0.1,7,45,385,0.7395833333333333
0.1,7,45,395,0.7395833333333333
0.1,7,50,100,0.7312500000000001
0.1,7,50,110,0.7312500000000001
0.1,7,50,120,0.7312500000000001
0.1,7,50,130,0.73125
0.1,7,50,140,0.73125
0.1,7,50,150,0.7312500000000001
0.1,7,50,160,0.73125
0.1,7,50,170,0.73125
0.1,7,50,180,0.73125
0.1,7,50,190,0.73125
0.1,7,50,200,0.73125
0.1,7,50,210,0.73125
0.1,7,50,220,0.73125
0.1,7,50,230,0.73125
0.1,7,50,240,0.73125
0.1,7,50,250,0.73125
0.1,7,50,260,0.73125
0.1,7,50,270,0.73125
0.1,7,50,280,0.73125
0.1,7,50,290,0.73125
0.1,7,50,300,0.73125
0.1,7,50,310,0.73125
0.1,7,50,320,0.73125
0.1,7,50,330,0.73125
0.1,7,50,340,0.73125
0.1,7,50,350,0.73125
0.1,7,50,360,0.73125
0.1,7,50,370,0.73125
0.1,7,50,380,0.73125
0.1,7,50,390,0.73125
0.1,7,55,105,0.7200892857142858
0.1,7,55,115,0.7200892857142857
0.1,7,55,125,0.7200892857142857
0.1,7,55,135,0.7200892857142858
0.1,7,55,145,0.7200892857142857
0.1,7,55,155,0.7200892857142858
0.1,7,55,165,0.7200892857142858
0.1,7,55,175,0.7200892857142858
0.1,7,55,185,0.7200892857142858
0.1,7,55,195,0.7200892857142858
0.1,7,55,205,0.7200892857142858
0.1,7,55,215,0.7200892857142858
0.1,7,55,225,0.7200892857142858
0.1,7,55,235,0.7200892857142858
0.1,7,55,245,0.7200892857142858
0.1,7,55,255,0.7200892857142858
0.1,7,55,265,0.7200892857142858
0.1,7,55,275,0.7200892857142858
0.1,7,55,285,0.7200892857142858
0.1,7,55,295,0.7200892857142858
0.1,7,55,305,0.7200892857142858
0.1,7,55,315,0.7200892857142858
0.1,7,55,325,0.7200892857142858
0.1,7,55,335,0.7200892857142858
0.1,7,55,345,0.7200892857142858
0.1,7,55,355,0.7200892857142858
0.1,7,55,365,0.7200892857142858
0.1,7,55,375,0.7200892857142858
0.1,7,55,385,0.7200892857142858
0.1,7,55,395,0.7200892857142858
0.1,7,60,110,0.7200892857142857
0.1,7,60,120,0.7200892857142857
0.1,7,60,130,0.7200892857142858
0.1,7,60,140,0.7200892857142858
0.1,7,60,150,0.7200892857142857
0.1,7,60,160,0.7200892857142858
0.1,7,60,170,0.7200892857142858
0.1,7,60,180,0.7200892857142858
0.1,7,60,190,0.7200892857142858
0.1,7,60,200,0.7200892857142858
0.1,7,60,210,0.7200892857142858
0.1,7,60,220,0.7200892857142858
0.1,7,60,230,0.7200892857142858
0.1,7,60,240,0.7200892857142858
0.1,7,60,250,0.7200892857142858
0.1,7,60,260,0.7200892857142858
0.1,7,60,270,0.7200892857142858
0.1,7,60,280,0.7200892857142858
0.1,7,60,290,0.7200892857142858
0.1,7,60,300,0.7200892857142858
0.1,7,60,310,0.7200892857142858
0.1,7,60,320,0.7200892857142858
0.1,7,60,330,0.7200892857142858
0.1,7,60,340,0.7200892857142858
0.1,7,60,350,0.7200892857142858
0.1,7,60,360,0.7200892857142858
0.1,7,60,370,0.7200892857142858
0.1,7,60,380,0.7200892857142858
0.1,7,60,390,0.7200892857142858
0.1,7,65,115,0.7257440476190476
0.1,7,65,125,0.7257440476190476
0.1,7,65,135,0.7257440476190476
0.1,7,65,145,0.7257440476190476
0.1,7,65,155,0.7257440476190476
0.1,7,65,165,0.7257440476190476
0.1,7,65,175,0.7257440476190476
0.1,7,65,185,0.7257440476190476
0.1,7,65,195,0.7257440476190476
0.1,7,65,205,0.7257440476190476
0.1,7,65,215,0.7257440476190476
0.1,7,65,225,0.7257440476190476
0.1,7,65,235,0.7257440476190476
0.1,7,65,245,0.7257440476190476
0.1,7,65,255,0.7257440476190476
0.1,7,65,265,0.7257440476190476
0.1,7,65,275,0.7257440476190476
0.1,7,65,285,0.7257440476190476
0.1,7,65,295,0.7257440476190476
0.1,7,65,305,0.7257440476190476
0.1,7,65,315,0.7257440476190476
0.1,7,65,325,0.7257440476190476
0.1,7,65,335,0.7257440476190476
0.1,7,65,345,0.7257440476190476
0.1,7,65,355,0.7257440476190476
0.1,7,65,365,0.7257440476190476
0.1,7,65,375,0.7257440476190476
0.1,7,65,385,0.7257440476190476
0.1,7,65,395,0.7257440476190476
0.1,7,70,120,0.7257440476190476
0.1,7,70,130,0.7257440476190476
0.1,7,70,140,0.7257440476190476
0.1,7,70,150,0.7257440476190476
0.1,7,70,160,0.7257440476190476
0.1,7,70,170,0.7257440476190476
0.1,7,70,180,0.7257440476190476
0.1,7,70,190,0.7257440476190476
0.1,7,70,200,0.7257440476190476
0.1,7,70,210,0.7257440476190476
0.1,7,70,220,0.7257440476190476
0.1,7,70,230,0.7257440476190476
0.1,7,70,240,0.7257440476190476
0.1,7,70,250,0.7257440476190476
0.1,7,70,260,0.7257440476190476
0.1,7,70,270,0.7257440476190476
0.1,7,70,280,0.7257440476190476
0.1,7,70,290,0.7257440476190476
0.1,7,70,300,0.7257440476190476
0.1,7,70,310,0.7257440476190476
0.1,7,70,320,0.7257440476190476
0.1,7,70,330,0.7257440476190476
0.1,7,70,340,0.7257440476190476
0.1,7,70,350,0.7257440476190476
0.1,7,70,360,0.7257440476190476
0.1,7,70,370,0.7257440476190476
0.1,7,70,380,0.7257440476190476
0.1,7,70,390,0.7257440476190476
0.1,7,75,125,0.7257440476190476
0.1,7,75,135,0.7257440476190476
0.1,7,75,145,0.7257440476190476
0.1,7,75,155,0.7257440476190476
0.1,7,75,165,0.7257440476190476
0.1,7,75,175,0.7257440476190476
0.1,7,75,185,0.7257440476190476
0.1,7,75,195,0.7257440476190476
0.1,7,75,205,0.7257440476190476
0.1,7,75,215,0.7257440476190476
0.1,7,75,225,0.7257440476190476
0.1,7,75,235,0.7257440476190476
0.1,7,75,245,0.7257440476190476
0.1,7,75,255,0.7257440476190476
0.1,7,75,265,0.7257440476190476
0.1,7,75,275,0.7257440476190476
0.1,7,75,285,0.7257440476190476
0.1,7,75,295,0.7257440476190476
0.1,7,75,305,0.7257440476190476
0.1,7,75,315,0.7257440476190476
0.1,7,75,325,0.7257440476190476
0.1,7,75,335,0.7257440476190476
0.1,7,75,345,0.7257440476190476
0.1,7,75,355,0.7257440476190476
0.1,7,75,365,0.7257440476190476
0.1,7,75,375,0.7257440476190476
0.1,7,75,385,0.7257440476190476
0.1,7,75,395,0.7257440476190476
0.1,7,80,130,0.7285714285714286
0.1,7,80,140,0.7285714285714286
0.1,7,80,150,0.7285714285714285
0.1,7,80,160,0.7285714285714286
0.1,7,80,170,0.7285714285714286
0.1,7,80,180,0.7285714285714286
0.1,7,80,190,0.7285714285714286
0.1,7,80,200,0.7285714285714286
0.1,7,80,210,0.7285714285714286
0.1,7,80,220,0.7285714285714286
0.1,7,80,230,0.7285714285714286
0.1,7,80,240,0.7285714285714286
0.1,7,80,250,0.7285714285714286
0.1,7,80,260,0.7285714285714286
0.1,7,80,270,0.7285714285714286
0.1,7,80,280,0.7285714285714286
0.1,7,80,290,0.7285714285714286
0.1,7,80,300,0.7285714285714286
0.1,7,80,310,0.7285714285714286
0.1,7,80,320,0.7285714285714286
0.1,7,80,330,0.7285714285714286
0.1,7,80,340,0.7285714285714286
0.1,7,80,350,0.7285714285714286
0.1,7,80,360,0.7285714285714286
0.1,7,80,370,0.7285714285714286
0.1,7,80,380,0.7285714285714286
0.1,7,80,390,0.7285714285714286
0.1,7,85,135,0.7142857142857143
0.1,7,85,145,0.7142857142857143
0.1,7,85,155,0.7142857142857143
0.1,7,85,165,0.7142857142857143
0.1,7,85,175,0.7142857142857143
0.1,7,85,185,0.7142857142857143
0.1,7,85,195,0.7142857142857143
0.1,7,85,205,0.7142857142857143
0.1,7,85,215,0.7142857142857143
0.1,7,85,225,0.7142857142857143
0.1,7,85,235,0.7142857142857143
0.1,7,85,245,0.7142857142857143
0.1,7,85,255,0.7142857142857143
0.1,7,85,265,0.7142857142857143
0.1,7,85,275,0.7142857142857143
0.1,7,85,285,0.7142857142857143
0.1,7,85,295,0.7142857142857143
0.1,7,85,305,0.7142857142857143
0.1,7,85,315,0.7142857142857143
0.1,7,85,325,0.7142857142857143
0.1,7,85,335,0.7142857142857143
0.1,7,85,345,0.7142857142857143
0.1,7,85,355,0.7142857142857143
0.1,7,85,365,0.7142857142857143
0.1,7,85,375,0.7142857142857143
0.1,7,85,385,0.7142857142857143
0.1,7,85,395,0.7142857142857143
0.1,7,90,140,0.6714285714285715
0.1,7,90,150,0.6714285714285714
0.1,7,90,160,0.6714285714285715
0.1,7,90,170,0.6714285714285715
0.1,7,90,180,0.6714285714285715
0.1,7,90,190,0.6714285714285715
0.1,7,90,200,0.6714285714285715
0.1,7,90,210,0.6714285714285715
0.1,7,90,220,0.6714285714285715
0.1,7,90,230,0.6714285714285715
0.1,7,90,240,0.6714285714285715
0.1,7,90,250,0.6714285714285715
0.1,7,90,260,0.6714285714285715
0.1,7,90,270,0.6714285714285715
0.1,7,90,280,0.6714285714285715
0.1,7,90,290,0.6714285714285715
0.1,7,90,300,0.6714285714285715
0.1,7,90,310,0.6714285714285715
0.1,7,90,320,0.6714285714285715
0.1,7,90,330,0.6714285714285715
0.1,7,90,340,0.6714285714285715
0.1,7,90,350,0.6714285714285715
0.1,7,90,360,0.6714285714285715
0.1,7,90,370,0.6714285714285715
0.1,7,90,380,0.6714285714285715
0.1,7,90,390,0.6714285714285715
0.1,7,95,145,0.6571428571428571
0.1,7,95,155,0.6571428571428571
0.1,7,95,165,0.6571428571428571
0.1,7,95,175,0.6571428571428571
0.1,7,95,185,0.6571428571428571
0.1,7,95,195,0.6571428571428571
0.1,7,95,205,0.6571428571428571
0.1,7,95,215,0.6571428571428571
0.1,7,95,225,0.6571428571428571
0.1,7,95,235,0.6571428571428571
0.1,7,95,245,0.6571428571428571
0.1,7,95,255,0.6571428571428571
0.1,7,95,265,0.6571428571428571
0.1,7,95,275,0.6571428571428571
0.1,7,95,285,0.6571428571428571
0.1,7,95,295,0.6571428571428571
0.1,7,95,305,0.6571428571428571
0.1,7,95,315,0.6571428571428571
0.1,7,95,325,0.6571428571428571
0.1,7,95,335,0.6571428571428571
0.1,7,95,345,0.6571428571428571
0.1,7,95,355,0.6571428571428571
0.1,7,95,365,0.6571428571428571
0.1,7,95,375,0.6571428571428571
0.1,7,95,385,0.6571428571428571
0.1,7,95,395,0.6571428571428571
0.1,9,10,60,0.6425595238095237
0.1,9,10,70,0.6717261904761904
0.1,9,10,80,0.6770833333333333
0.1,9,10,90,0.6877976190476189
0.1,9,10,100,0.6946428571428571
0.1,9,10,110,0.6943452380952381
0.1,9,10,120,0.6967261904761906
0.1,9,10,130,0.6967261904761906
0.1,9,10,140,0.6961309523809525
0.1,9,10,150,0.6976190476190476
0.1,9,10,160,0.6976190476190476
0.1,9,10,170,0.6976190476190476
0.1,9,10,180,0.6976190476190476
0.1,9,10,190,0.6976190476190476
0.1,9,10,200,0.6976190476190477
0.1,9,10,210,0.6976190476190477
0.1,9,10,220,0.6976190476190477
0.1,9,10,230,0.6976190476190476
0.1,9,10,240,0.6976190476190477
0.1,9,10,250,0.6976190476190477
0.1,9,10,260,0.6976190476190477
0.1,9,10,270,0.6976190476190476
0.1,9,10,280,0.6976190476190476
0.1,9,10,290,0.6976190476190476
0.1,9,10,300,0.6976190476190476
0.1,9,10,310,0.6976190476190476
0.1,9,10,320,0.6976190476190476
0.1,9,10,330,0.6976190476190476
0.1,9,10,340,0.6976190476190476
0.1,9,10,350,0.6976190476190476
0.1,9,10,360,0.6976190476190476
0.1,9,10,370,0.6976190476190476
0.1,9,10,380,0.6976190476190476
0.1,9,10,390,0.6976190476190476
0.1,9,15,65,0.6610119047619049
0.1,9,15,75,0.674404761904762
0.1,9,15,85,0.6824404761904762
0.1,9,15,95,0.6870535714285715
0.1,9,15,105,0.6946428571428571
0.1,9,15,115,0.6967261904761906
0.1,9,15,125,0.6967261904761906
0.1,9,15,135,0.6967261904761906
0.1,9,15,145,0.6959821428571429
0.1,9,15,155,0.6976190476190476
0.1,9,15,165,0.6976190476190476
0.1,9,15,175,0.6976190476190476
0.1,9,15,185,0.6976190476190476
0.1,9,15,195,0.6976190476190476
0.1,9,15,205,0.6976190476190477
0.1,9,15,215,0.6976190476190477
0.1,9,15,225,0.6976190476190476
0.1,9,15,235,0.6976190476190476
0.1,9,15,245,0.6976190476190477
0.1,9,15,255,0.6976190476190477
0.1,9,15,265,0.6976190476190477
0.1,9,15,275,0.6976190476190476
0.1,9,15,285,0.6976190476190476
0.1,9,15,295,0.6976190476190476
0.1,9,15,305,0.6976190476190476
0.1,9,15,315,0.6976190476190476
0.1,9,15,325,0.6976190476190476
0.1,9,15,335,0.6976190476190476
0.1,9,15,345,0.6976190476190476
0.1,9,15,355,0.6976190476190476
0.1,9,15,365,0.6976190476190476
0.1,9,15,375,0.6976190476190476
0.1,9,15,385,0.6976190476190476
0.1,9,15,395,0.6976190476190476
0.1,9,20,70,0.672172619047619
0.1,9,20,80,0.6775297619047618
0.1,9,20,90,0.6882440476190474
0.1,9,20,100,0.6950892857142856
0.1,9,20,110,0.6947916666666666
0.1,9,20,120,0.6971726190476191
0.1,9,20,130,0.6971726190476191
0.1,9,20,140,0.696577380952381
0.1,9,20,150,0.6980654761904762
0.1,9,20,160,0.6980654761904762
0.1,9,20,170,0.6980654761904762
0.1,9,20,180,0.6980654761904762
0.1,9,20,190,0.6980654761904762
0.1,9,20,200,0.6980654761904762
0.1,9,20,210,0.6980654761904762
0.1,9,20,220,0.6980654761904762
0.1,9,20,230,0.6980654761904762
0.1,9,20,240,0.6980654761904762
0.1,9,20,250,0.6980654761904762
0.1,9,20,260,0.6980654761904762
0.1,9,20,270,0.6980654761904762
0.1,9,20,280,0.6980654761904762
0.1,9,20,290,0.6980654761904762
0.1,9,20,300,0.6980654761904762
0.1,9,20,310,0.6980654761904762
0.1,9,20,320,0.6980654761904762
0.1,9,20,330,0.6980654761904762
0.1,9,20,340,0.6980654761904762
0.1,9,20,350,0.6980654761904762
0.1,9,20,360,0.6980654761904762
0.1,9,20,370,0.6980654761904762
0.1,9,20,380,0.6980654761904762
0.1,9,20,390,0.6980654761904762
0.1,9,25,75,0.675297619047619
0.1,9,25,85,0.6833333333333333
0.1,9,25,95,0.6879464285714285
0.1,9,25,105,0.6955357142857143
0.1,9,25,115,0.6976190476190477
0.1,9,25,125,0.6976190476190477
0.1,9,25,135,0.6976190476190477
0.1,9,25,145,0.696875
0.1,9,25,155,0.6985119047619048
0.1,9,25,165,0.6985119047619048
0.1,9,25,175,0.6985119047619048
0.1,9,25,185,0.6985119047619048
0.1,9,25,195,0.6985119047619048
0.1,9,25,205,0.6985119047619047
0.1,9,25,215,0.6985119047619047
0.1,9,25,225,0.6985119047619048
0.1,9,25,235,0.6985119047619048
0.1,9,25,245,0.6985119047619047
0.1,9,25,255,0.6985119047619047
0.1,9,25,265,0.6985119047619047
0.1,9,25,275,0.6985119047619048
0.1,9,25,285,0.6985119047619048
0.1,9,25,295,0.6985119047619048
0.1,9,25,305,0.6985119047619048
0.1,9,25,315,0.6985119047619048
0.1,9,25,325,0.6985119047619048
0.1,9,25,335,0.6985119047619048
0.1,9,25,345,0.6985119047619048
0.1,9,25,355,0.6985119047619048
0.1,9,25,365,0.6985119047619048
0.1,9,25,375,0.6985119047619048
0.1,9,25,385,0.6985119047619048
0.1,9,25,395,0.6985119047619048
0.1,9,30,80,0.6769345238095237
0.1,9,30,90,0.6876488095238094
0.1,9,30,100,0.6944940476190475
0.1,9,30,110,0.6941964285714286
0.1,9,30,120,0.696577380952381
0.1,9,30,130,0.696577380952381
0.1,9,30,140,0.6959821428571429
0.1,9,30,150,0.6974702380952381
0.1,9,30,160,0.697470238095238
0.1,9,30,170,0.697470238095238
0.1,9,30,180,0.697470238095238
0.1,9,30,190,0.697470238095238
0.1,9,30,200,0.697470238095238
0.1,9,30,210,0.697470238095238
0.1,9,30,220,0.697470238095238
0.1,9,30,230,0.697470238095238
0.1,9,30,240,0.697470238095238
0.1,9,30,250,0.697470238095238
0.1,9,30,260,0.697470238095238
0.1,9,30,270,0.697470238095238
0.1,9,30,280,0.697470238095238
0.1,9,30,290,0.697470238095238
0.1,9,30,300,0.697470238095238
0.1,9,30,310,0.697470238095238
0.1,9,30,320,0.697470238095238
0.1,9,30,330,0.697470238095238
0.1,9,30,340,0.697470238095238
0.1,9,30,350,0.697470238095238
0.1,9,30,360,0.697470238095238
0.1,9,30,370,0.697470238095238
0.1,9,30,380,0.697470238095238
0.1,9,30,390,0.697470238095238
0.1,9,35,85,0.6851190476190476
0.1,9,35,95,0.6897321428571428
0.1,9,35,105,0.6973214285714285
0.1,9,35,115,0.6994047619047619
0.1,9,35,125,0.6994047619047619
0.1,9,35,135,0.6994047619047619
0.1,9,35,145,0.6986607142857143
0.1,9,35,155,0.7002976190476191
0.1,9,35,165,0.7002976190476191
0.1,9,35,175,0.7002976190476191
0.1,9,35,185,0.7002976190476191
0.1,9,35,195,0.7002976190476191
0.1,9,35,205,0.700297619047619
0.1,9,35,215,0.700297619047619
0.1,9,35,225,0.7002976190476191
0.1,9,35,235,0.7002976190476191
0.1,9,35,245,0.700297619047619
0.1,9,35,255,0.700297619047619
0.1,9,35,265,0.700297619047619
0.1,9,35,275,0.7002976190476191
0.1,9,35,285,0.7002976190476191
0.1,9,35,295,0.7002976190476191
0.1,9,35,305,0.7002976190476191
0.1,9,35,315,0.7002976190476191
0.1,9,35,325,0.7002976190476191
0.1,9,35,335,0.7002976190476191
0.1,9,35,345,0.7002976190476191
0.1,9,35,355,0.7002976190476191
0.1,9,35,365,0.7002976190476191
0.1,9,35,375,0.7002976190476191
0.1,9,35,385,0.7002976190476191
0.1,9,35,395,0.7002976190476191
0.1,9,40,90,0.6979166666666665
0.1,9,40,100,0.7047619047619047
0.1,9,40,110,0.7044642857142858
0.1,9,40,120,0.7068452380952381
0.1,9,40,130,0.7068452380952381
0.1,9,40,140,0.70625
0.1,9,40,150,0.7077380952380953
0.1,9,40,160,0.7077380952380952
0.1,9,40,170,0.7077380952380952
0.1,9,40,180,0.7077380952380952
0.1,9,40,190,0.7077380952380952
0.1,9,40,200,0.7077380952380952
0.1,9,40,210,0.7077380952380952
0.1,9,40,220,0.7077380952380952
0.1,9,40,230,0.7077380952380952
0.1,9,40,240,0.7077380952380952
0.1,9,40,250,0.7077380952380952
0.1,9,40,260,0.7077380952380952
0.1,9,40,270,0.7077380952380952
0.1,9,40,280,0.7077380952380952
0.1,9,40,290,0.7077380952380952
0.1,9,40,300,0.7077380952380952
0.1,9,40,310,0.7077380952380952
0.1,9,40,320,0.7077380952380952
0.1,9,40,330,0.7077380952380952
0.1,9,40,340,0.7077380952380952
0.1,9,40,350,0.7077380952380952
0.1,9,40,360,0.7077380952380952
0.1,9,40,370,0.7077380952380952
0.1,9,40,380,0.7077380952380952
0.1,9,40,390,0.7077380952380952
0.1,9,45,95,0.7078869047619047
0.1,9,45,105,0.7154761904761904
0.1,9,45,115,0.7175595238095238
0.1,9,45,125,0.7175595238095238
0.1,9,45,135,0.7175595238095238
0.1,9,45,145,0.7168154761904761
0.1,9,45,155,0.718452380952381
0.1,9,45,165,0.718452380952381
0.1,9,45,175,0.718452380952381
0.1,9,45,185,0.718452380952381
0.1,9,45,195,0.718452380952381
0.1,9,45,205,0.718452380952381
0.1,9,45,215,0.718452380952381
0.1,9,45,225,0.718452380952381
0.1,9,45,235,0.718452380952381
0.1,9,45,245,0.718452380952381
0.1,9,45,255,0.718452380952381
0.1,9,45,265,0.718452380952381
0.1,9,45,275,0.718452380952381
0.1,9,45,285,0.718452380952381
0.1,9,45,295,0.718452380952381
0.1,9,45,305,0.718452380952381
0.1,9,45,315,0.718452380952381
0.1,9,45,325,0.718452380952381
0.1,9,45,335,0.718452380952381
0.1,9,45,345,0.718452380952381
0.1,9,45,355,0.718452380952381
0.1,9,45,365,0.718452380952381
0.1,9,45,375,0.718452380952381
0.1,9,45,385,0.718452380952381
0.1,9,45,395,0.718452380952381
0.1,9,50,100,0.7334821428571427
0.1,9,50,110,0.7331845238095238
0.1,9,50,120,0.7355654761904762
0.1,9,50,130,0.7355654761904762
0.1,9,50,140,0.7349702380952381
0.1,9,50,150,0.7364583333333333
0.1,9,50,160,0.7364583333333333
0.1,9,50,170,0.7364583333333333
0.1,9,50,180,0.7364583333333333
0.1,9,50,190,0.7364583333333333
0.1,9,50,200,0.7364583333333333
0.1,9,50,210,0.7364583333333333
0.1,9,50,220,0.7364583333333333
0.1,9,50,230,0.7364583333333333
0.1,9,50,240,0.7364583333333333
0.1,9,50,250,0.7364583333333333
0.1,9,50,260,0.7364583333333333
0.1,9,50,270,0.7364583333333333
0.1,9,50,280,0.7364583333333333
0.1,9,50,290,0.7364583333333333
0.1,9,50,300,0.7364583333333333
0.1,9,50,310,0.7364583333333333
0.1,9,50,320,0.7364583333333333
0.1,9,50,330,0.7364583333333333
0.1,9,50,340,0.7364583333333333
0.1,9,50,350,0.7364583333333333
0.1,9,50,360,0.7364583333333333
0.1,9,50,370,0.7364583333333333
0.1,9,50,380,0.7364583333333333
0.1,9,50,390,0.7364583333333333
0.1,9,55,105,0.7392857142857143
0.1,9,55,115,0.7413690476190475
0.1,9,55,125,0.7413690476190475
0.1,9,55,135,0.7413690476190475
0.1,9,55,145,0.740625
0.1,9,55,155,0.7422619047619048
0.1,9,55,165,0.7422619047619048
0.1,9,55,175,0.7422619047619048
0.1,9,55,185,0.7422619047619048
0.1,9,55,195,0.7422619047619048
0.1,9,55,205,0.7422619047619047
0.1,9,55,215,0.7422619047619047
0.1,9,55,225,0.7422619047619048
0.1,9,55,235,0.7422619047619048
0.1,9,55,245,0.7422619047619047
0.1,9,55,255,0.7422619047619047
0.1,9,55,265,0.7422619047619047
0.1,9,55,275,0.7422619047619048
0.1,9,55,285,0.7422619047619048
0.1,9,55,295,0.7422619047619048
0.1,9,55,305,0.7422619047619048
0.1,9,55,315,0.7422619047619048
0.1,9,55,325,0.7422619047619048
0.1,9,55,335,0.7422619047619048
0.1,9,55,345,0.7422619047619048
0.1,9,55,355,0.7422619047619048
0.1,9,55,365,0.7422619047619048
0.1,9,55,375,0.7422619047619048
0.1,9,55,385,0.7422619047619048
0.1,9,55,395,0.7422619047619048
0.1,9,60,110,0.7462797619047619
0.1,9,60,120,0.7486607142857142
0.1,9,60,130,0.7486607142857142
0.1,9,60,140,0.7480654761904761
0.1,9,60,150,0.7495535714285715
0.1,9,60,160,0.7495535714285715
0.1,9,60,170,0.7495535714285715
0.1,9,60,180,0.7495535714285715
0.1,9,60,190,0.7495535714285715
0.1,9,60,200,0.7495535714285714
0.1,9,60,210,0.7495535714285714
0.1,9,60,220,0.7495535714285714
0.1,9,60,230,0.7495535714285715
0.1,9,60,240,0.7495535714285714
0.1,9,60,250,0.7495535714285714
0.1,9,60,260,0.7495535714285714
0.1,9,60,270,0.7495535714285715
0.1,9,60,280,0.7495535714285715
0.1,9,60,290,0.7495535714285715
0.1,9,60,300,0.7495535714285715
0.1,9,60,310,0.7495535714285715
0.1,9,60,320,0.7495535714285715
0.1,9,60,330,0.7495535714285715
0.1,9,60,340,0.7495535714285715
0.1,9,60,350,0.7495535714285715
0.1,9,60,360,0.7495535714285715
0.1,9,60,370,0.7495535714285715
0.1,9,60,380,0.7495535714285715
0.1,9,60,390,0.7495535714285715
0.1,9,65,115,0.7523809523809524
0.1,9,65,125,0.7523809523809524
0.1,9,65,135,0.7523809523809524
0.1,9,65,145,0.7516369047619047
0.1,9,65,155,0.7532738095238096
0.1,9,65,165,0.7532738095238096
0.1,9,65,175,0.7532738095238096
0.1,9,65,185,0.7532738095238096
0.1,9,65,195,0.7532738095238096
0.1,9,65,205,0.7532738095238096
0.1,9,65,215,0.7532738095238096
0.1,9,65,225,0.7532738095238096
0.1,9,65,235,0.7532738095238096
0.1,9,65,245,0.7532738095238096
0.1,9,65,255,0.7532738095238096
0.1,9,65,265,0.7532738095238096
0.1,9,65,275,0.7532738095238096
0.1,9,65,285,0.7532738095238096
0.1,9,65,295,0.7532738095238096
0.1,9,65,305,0.7532738095238096
0.1,9,65,315,0.7532738095238096
0.1,9,65,325,0.7532738095238096
0.1,9,65,335,0.7532738095238096
0.1,9,65,345,0.7532738095238096
0.1,9,65,355,0.7532738095238096
0.1,9,65,365,0.7532738095238096
0.1,9,65,375,0.7532738095238096
0.1,9,65,385,0.7532738095238096
0.1,9,65,395,0.7532738095238096
0.1,9,70,120,0.7482142857142857
0.1,9,70,130,0.7482142857142857
0.1,9,70,140,0.7476190476190476
0.1,9,70,150,0.749107142857143
0.1,9,70,160,0.749107142857143
0.1,9,70,170,0.749107142857143
0.1,9,70,180,0.749107142857143
0.1,9,70,190,0.749107142857143
0.1,9,70,200,0.7491071428571429
0.1,9,70,210,0.7491071428571429
0.1,9,70,220,0.7491071428571429
0.1,9,70,230,0.749107142857143
0.1,9,70,240,0.7491071428571429
0.1,9,70,250,0.7491071428571429
0.1,9,70,260,0.7491071428571429
0.1,9,70,270,0.749107142857143
0.1,9,70,280,0.749107142857143
0.1,9,70,290,0.749107142857143
0.1,9,70,300,0.749107142857143
0.1,9,70,310,0.749107142857143
0.1,9,70,320,0.749107142857143
0.1,9,70,330,0.749107142857143
0.1,9,70,340,0.749107142857143
0.1,9,70,350,0.749107142857143
0.1,9,70,360,0.749107142857143
0.1,9,70,370,0.749107142857143
0.1,9,70,380,0.749107142857143
0.1,9,70,390,0.749107142857143
0.1,9,75,125,0.7273809523809525
0.1,9,75,135,0.7273809523809525
0.1,9,75,145,0.7266369047619048
0.1,9,75,155,0.7282738095238095
0.1,9,75,165,0.7282738095238095
0.1,9,75,175,0.7282738095238095
0.1,9,75,185,0.7282738095238095
0.1,9,75,195,0.7282738095238095
0.1,9,75,205,0.7282738095238096
0.1,9,75,215,0.7282738095238096
